Study_ID,physical,mental,money,education,career,social,spiritual,family,societal,other,t1commit,t1confident,t1effort,t1selfcontrol,t2status,t2commit,t2confident,t2effort,t2selfcontrol,t3status,t3commit,t3confident,t3effort,t3selfcontrol,t4status,t2lastworked,t2progress,t2conflict,t2forget,t2money,t2motivation,t2othersfail,t2othersknow,t2othersrely,t2time,t2unpleasant,t3lastworked,t3progress,t3conflict,t3forget,t3money,t3motivation,t3othersfail,t3othersknow,t3othersrely,t3time,t3unpleasant,t4progress,objcode,t4achieve,t4success,t4thoughtquit,t4recesses,t4feltfail,measure,apps,resolution,NumRes,inhib,init,cont,selfcontrol,gritty,disengagement,consc,impulse,selfesteem,t2break,t2active,t2notstarted,t2letgo,t3break,t3active,t3notstarted,t3letgo,t3completed,t4break,t4active,t4notstarted,t4letgo,t4completed
145,0,1,0,0,0,1,0,1,0,0,5,5,5,5,Active resolution,5,3,3,5,,,,,,,3,8,1,2,2,3,2,1,1,4,2,,,,,,,,,,,,,3,,,,,,,1,4,4,3.8571428571,3.4285714286,3.8333333333,3.7,4.0833333333,3.3333333333,4.4444444444,9,35,0,1,0,0,,,,,,,,,,
146,,,,,,,,,,,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,3,3.1428571429,3.1428571429,3.6666666667,3.3,3,3.4166666667,3.3333333333,8,27,,,,,,,,,,,,,,
146,,,,,,,,,,,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,3,3.1428571429,3.1428571429,3.6666666667,3.3,3,3.4166666667,3.3333333333,8,27,,,,,,,,,,,,,,
146,,,,,,,,,,,3,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,3,3.1428571429,3.1428571429,3.6666666667,3.3,3,3.4166666667,3.3333333333,8,27,,,,,,,,,,,,,,
147,1,1,1,0,0,0,0,0,0,0,4,4,3,4,Active resolution,3,4,4,4,Active resolution,4,5,4,4,Achieved and maintaining,2,74,4,1,4,4,4,3,4,5,3,2,50,5,1,4,4,4,4,5,4,5,87,1,3,4,4,3,4,5,1,1,3,2.7142857143,3.5714285714,4.3333333333,3.5,2.6666666667,3.3333333333,3,10,26,0,1,0,0,0,1,0,0,0,0,0,0,0,1
147,1,1,0,0,0,1,1,0,0,0,5,5,4,4,Active resolution,5,5,5,5,Active resolution,4,5,5,5,Achieved and maintaining,1,59,5,2,2,5,3,4,5,4,4,1,71,5,1,2,5,4,5,5,4,4,57,2,4,3,3,4,3,4,2,2,3,2.7142857143,3.5714285714,4.3333333333,3.5,2.6666666667,3.3333333333,3,10,26,0,1,0,0,0,1,0,0,0,0,0,0,0,1
147,1,1,1,0,1,1,0,1,1,0,5,5,5,5,Active resolution,5,5,5,5,Active resolution,5,3,4,5,Achieved and maintaining,1,54,3,4,4,4,3,2,3,5,5,3,54,4,4,3,4,4,5,4,4,5,69,1,4,3,4,3,5,3,1,3,3,2.7142857143,3.5714285714,4.3333333333,3.5,2.6666666667,3.3333333333,3,10,26,0,1,0,0,0,1,0,0,0,0,0,0,0,1
148,,,,,,,,,,,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,1,4.1428571429,4.5714285714,4,4.25,4.5833333333,2.4166666667,4.7777777778,9,11,,,,,,,,,,,,,,
149,0,0,1,0,0,0,0,0,0,3,5,5,5,5,Active resolution,4,,5,,,,,,,,64,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,4,1,5,3.2857142857,2.1428571429,4.3333333333,3.2,2.75,3,3.2222222222,5,25,0,1,0,0,,,,,,,,,,
149,0,0,0,0,0,0,0,0,0,0,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,5,3.2857142857,2.1428571429,4.3333333333,3.2,2.75,3,3.2222222222,5,25,,,,,,,,,,,,,,
149,0,0,0,0,0,0,0,0,0,0,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,5,3.2857142857,2.1428571429,4.3333333333,3.2,2.75,3,3.2222222222,5,25,,,,,,,,,,,,,,
149,0,0,0,0,0,0,0,0,0,0,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,4,5,3.2857142857,2.1428571429,4.3333333333,3.2,2.75,3,3.2222222222,5,25,,,,,,,,,,,,,,
149,0,0,0,0,0,0,0,0,0,0,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,5,3.2857142857,2.1428571429,4.3333333333,3.2,2.75,3,3.2222222222,5,25,,,,,,,,,,,,,,
150,,,,,,,,,,,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,1,3.8571428571,2.7142857143,3,3.2,3.75,2.3333333333,3.5555555556,10,30,,,,,,,,,,,,,,
151,0,0,0,0,0,0,0,0,0,1,5,5,3,5,Active resolution,4,4,3,4,Active resolution,4,5,3,3,,3,62,1,3,1,1,1,4,1,1,1,4,37,1,1,1,1,1,4,1,1,1,,3,,,,,,,2,1,2,2,3.7142857143,3.6666666667,3.1,4.1666666667,3,4.3333333333,12,14,0,1,0,0,0,1,0,0,0,,,,,
151,1,1,0,0,0,0,0,0,0,0,5,2,5,5,Not currently working but plan to,3,1,3,5,Active resolution,3,1,2,5,,4,8,1,2,2,4,4,5,1,3,5,6,10,1,2,1,5,3,3,1,4,4,,3,,,,,,,2,2,2,2,3.7142857143,3.6666666667,3.1,4.1666666667,3,4.3333333333,12,14,1,0,0,0,0,1,0,0,0,,,,,
152,,,,,,,,,,,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,3,2.8571428571,3.5714285714,2.3333333333,2.95,2.6666666667,3.0833333333,2.5555555556,5,25,,,,,,,,,,,,,,
152,,,,,,,,,,,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,3,2.8571428571,3.5714285714,2.3333333333,2.95,2.6666666667,3.0833333333,2.5555555556,5,25,,,,,,,,,,,,,,
152,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,3,2.8571428571,3.5714285714,2.3333333333,2.95,2.6666666667,3.0833333333,2.5555555556,5,25,,,,,,,,,,,,,,
153,1,0,0,0,0,0,0,0,0,0,5,5,4,5,Active resolution,4,5,4,5,Active resolution,4,3,2,5,Active resolution,1,64,1,1,1,4,2,4,1,2,1,7,48,1,2,3,4,2,1,1,3,3,33,1,3,2,1,5,5,4,1,1,1,2.8571428571,2.5714285714,2.8333333333,2.75,3.25,4,3.7777777778,12,16,0,1,0,0,0,1,0,0,0,0,1,0,0,0
154,,,,,,,,,,,2,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,2,2.5714285714,1.1428571429,3.3333333333,2.3,3,4.5833333333,3.1111111111,6,23,,,,,,,,,,,,,,
154,,,,,,,,,,,5,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,2,2.5714285714,1.1428571429,3.3333333333,2.3,3,4.5833333333,3.1111111111,6,23,,,,,,,,,,,,,,
155,0,0,1,0,0,0,0,0,0,0,5,5,5,5,Active resolution,4,3,4,4,Active resolution,4,4,4,4,Active resolution,1,58,2,1,2,2,2,2,2,2,3,1,66,2,2,4,2,2,2,2,3,3,73,3,4,4,1,1,1,4,3,1,3,3.1428571429,3.8571428571,3.3333333333,3.45,2.75,2.5833333333,3.6666666667,8,21,0,1,0,0,0,1,0,0,0,0,1,0,0,0
155,0,0,1,0,0,0,0,0,0,0,5,5,5,5,Active resolution,4,4,4,4,Active resolution,4,4,4,4,Active resolution,1,59,1,2,1,2,2,2,1,2,3,1,65,2,2,3,2,2,2,2,3,3,79,3,4,4,1,2,1,4,3,2,3,3.1428571429,3.8571428571,3.3333333333,3.45,2.75,2.5833333333,3.6666666667,8,21,0,1,0,0,0,1,0,0,0,0,1,0,0,0
155,0,0,1,0,0,0,0,0,0,0,5,5,5,5,Active resolution,4,4,4,4,Active resolution,4,4,4,4,Active resolution,1,36,1,2,1,2,2,2,1,2,2,1,60,4,2,2,2,2,3,4,2,3,42,2,4,3,1,1,1,4,2,3,3,3.1428571429,3.8571428571,3.3333333333,3.45,2.75,2.5833333333,3.6666666667,8,21,0,1,0,0,0,1,0,0,0,0,1,0,0,0
156,1,0,1,0,0,0,0,0,0,0,3,3,4,5,Active resolution,3,3,3,5,Achieved and maintaining,5,5,5,4,Achieved and maintaining,4,3,1,1,1,5,1,1,1,4,5,1,100,1,1,1,2,2,2,1,1,3,100,3,5,5,1,1,1,5,2,1,4,3,3.1428571429,2.8333333333,3,2.3333333333,4.25,3.3333333333,5,32,0,1,0,0,0,0,0,0,1,0,0,0,0,1
156,1,1,0,0,0,0,0,0,0,0,5,5,4,5,Not currently working but plan to,1,2,1,3,Not currently working but plan to,2,5,2,4,Active resolution,7,0,1,1,1,5,1,1,1,2,2,8,0,2,1,2,3,1,1,2,4,3,32,1,2,2,4,5,5,4,3,2,4,3,3.1428571429,2.8333333333,3,2.3333333333,4.25,3.3333333333,5,32,1,0,0,0,1,0,0,0,0,0,1,0,0,0
156,1,0,1,0,0,0,0,0,0,0,4,3,5,5,Active resolution,3,2,3,5,Active resolution,4,5,1,5,Achieved and maintaining,4,15,1,1,1,4,1,1,1,1,4,7,0,1,1,3,3,1,1,1,1,3,73,2,4,4,2,1,1,4,2,3,4,3,3.1428571429,2.8333333333,3,2.3333333333,4.25,3.3333333333,5,32,0,1,0,0,0,1,0,0,0,0,0,0,0,1
156,1,1,1,0,0,0,0,0,0,0,5,4,5,4,Active resolution,5,2,5,4,Active resolution,5,5,4,4,Active resolution,1,0,1,1,1,2,1,1,1,5,2,3,6,1,1,1,2,1,1,1,4,2,30,3,2,2,1,1,5,5,2,4,4,3,3.1428571429,2.8333333333,3,2.3333333333,4.25,3.3333333333,5,32,0,1,0,0,0,1,0,0,0,0,1,0,0,0
157,0,0,1,0,0,0,0,1,0,0,5,5,5,5,Active resolution,5,5,5,5,Achieved and done,1,1,1,5,Achieved and done,3,59,1,1,1,1,5,5,1,3,1,7,100,1,3,1,1,5,5,1,1,1,100,2,5,5,1,1,2,5,2,1,3,4.5714285714,5,5,4.85,5,1.3333333333,5,12,10,0,1,0,0,0,0,0,0,1,0,0,0,0,1
157,1,0,1,0,0,0,0,1,0,0,5,5,5,5,Active resolution,5,5,5,5,Achieved and maintaining,5,5,5,5,Achieved and done,2,57,1,1,1,1,5,5,1,1,1,4,100,1,3,1,1,2,5,1,3,1,100,2,5,5,1,1,1,5,2,2,3,4.5714285714,5,5,4.85,5,1.3333333333,5,12,10,0,1,0,0,0,0,0,0,1,0,0,0,0,1
157,0,1,1,0,0,0,0,1,0,0,5,5,5,5,Active resolution,5,5,5,5,Achieved and done,1,5,1,1,Achieved and done,2,64,1,1,5,1,5,5,1,1,1,7,100,1,1,5,1,1,5,1,1,1,100,3,5,5,1,1,2,5,2,3,3,4.5714285714,5,5,4.85,5,1.3333333333,5,12,10,0,1,0,0,0,0,0,0,1,0,0,0,0,1
158,1,0,1,0,0,0,0,0,0,0,5,5,3,5,Active resolution,4,5,3,5,Active resolution,3,3,3,5,Active resolution,1,37,1,2,1,5,5,4,1,2,5,3,24,1,2,1,5,5,4,1,1,5,51,3,3,3,2,5,4,4,1,1,2,1.8571428571,2.7142857143,3.5,2.65,3,3.6666666667,3.3333333333,8,31,0,1,0,0,0,1,0,0,0,0,1,0,0,0
158,0,0,1,0,0,0,0,1,0,0,5,3,3,5,Not currently working but plan to,1,1,2,1,Achieved and maintaining,5,4,4,3,Active resolution,7,11,5,4,5,3,2,1,5,4,3,5,78,1,2,5,3,5,4,1,4,3,22,3,1,1,3,4,5,5,3,2,2,1.8571428571,2.7142857143,3.5,2.65,3,3.6666666667,3.3333333333,8,31,1,0,0,0,0,0,0,0,1,0,1,0,0,0
159,1,0,0,0,0,0,0,0,0,0,4,5,4,4,,,,,,Active resolution,4,1,4,5,Active resolution,,,,,,,,,,,,1,22,1,1,1,4,1,2,1,3,3,66,3,3,4,1,3,4,5,,1,2,2.7142857143,2.1428571429,2.8333333333,2.55,2.0833333333,3.9166666667,3.2222222222,7,35,,,,,0,1,0,0,0,0,1,0,0,0
159,0,0,1,0,0,0,0,0,0,0,3,3,2,3,,,,,,Not currently working but plan to,2,3,1,2,"Thrown in the towel, not currently working dont plan to",,,,,,,,,,,,7,10,1,5,1,4,1,1,1,2,2,23,2,2,3,3,5,3,5,,2,2,2.7142857143,2.1428571429,2.8333333333,2.55,2.0833333333,3.9166666667,3.2222222222,7,35,,,,,1,0,0,0,0,0,0,0,1,0
160,1,0,0,0,0,0,0,0,0,0,5,4,3,5,Not currently working but plan to,3,1,2,5,Active resolution,4,3,3,5,Not currently working but plan to,6,12,1,3,3,5,1,1,1,5,4,2,20,1,2,1,5,2,4,1,2,4,8,1,1,2,5,4,5,4,1,1,4,3.2857142857,3.8571428571,3.1666666667,3.45,3,2.1666666667,4.1111111111,12,29,1,0,0,0,0,1,0,0,0,1,0,0,0,0
160,1,0,0,0,0,0,0,0,0,0,5,4,5,3,Active resolution,4,3,3,5,Active resolution,5,5,4,5,Active resolution,2,37,1,2,1,5,1,1,1,4,3,1,72,1,1,1,4,4,5,1,1,3,47,2,3,2,4,5,4,5,2,2,4,3.2857142857,3.8571428571,3.1666666667,3.45,3,2.1666666667,4.1111111111,12,29,0,1,0,0,0,1,0,0,0,0,1,0,0,0
160,1,1,0,0,0,0,0,0,0,0,4,2,2,5,Not currently working but plan to,2,1,1,5,Active resolution,3,3,2,5,Not currently working but plan to,7,7,1,3,1,4,1,1,1,4,3,3,27,1,2,1,5,2,3,1,1,5,5,3,1,2,5,5,5,4,2,3,4,3.2857142857,3.8571428571,3.1666666667,3.45,3,2.1666666667,4.1111111111,12,29,1,0,0,0,0,1,0,0,0,1,0,0,0,0
160,1,0,0,0,0,0,0,0,0,0,4,4,2,3,Active resolution,4,3,3,5,Not currently working but plan to,3,1,2,5,Not currently working but plan to,2,42,1,1,4,3,4,3,1,4,5,6,5,1,2,4,4,1,1,1,4,3,33,2,3,3,4,5,3,4,1,4,4,3.2857142857,3.8571428571,3.1666666667,3.45,3,2.1666666667,4.1111111111,12,29,0,1,0,0,1,0,0,0,0,1,0,0,0,0
161,1,0,0,0,0,0,0,0,0,0,4,4,3,4,,,,,,Active resolution,5,5,4,4,,,,,,,,,,,,,3,16,1,2,2,2,5,5,1,3,3,,2,,,,,,,,1,3,3.2857142857,2.8571428571,4,3.35,3.1666666667,2.5,3.4444444444,8,22,,,,,0,1,0,0,0,,,,,
161,0,0,0,0,1,0,0,0,0,0,5,4,3,3,,,,,,Active resolution,4,3,2,4,,,,,,,,,,,,,3,15,2,2,1,5,3,5,2,4,3,,2,,,,,,,,2,3,3.2857142857,2.8571428571,4,3.35,3.1666666667,2.5,3.4444444444,8,22,,,,,0,1,0,0,0,,,,,
161,0,1,0,0,0,0,0,0,0,0,3,3,,3,,,,,,Achieved and maintaining,5,3,5,2,,,,,,,,,,,,,2,79,1,3,1,3,4,4,1,3,4,,2,,,,,,,,3,3,3.2857142857,2.8571428571,4,3.35,3.1666666667,2.5,3.4444444444,8,22,,,,,0,0,0,0,1,,,,,
162,,,,,,,,,,,5,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,4,3.2857142857,3,3.8333333333,3.35,3,2,3.3333333333,12,32,,,,,,,,,,,,,,
162,,,,,,,,,,,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,4,3.2857142857,3,3.8333333333,3.35,3,2,3.3333333333,12,32,,,,,,,,,,,,,,
162,,,,,,,,,,,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,4,3.2857142857,3,3.8333333333,3.35,3,2,3.3333333333,12,32,,,,,,,,,,,,,,
162,,,,,,,,,,,5,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,4,3.2857142857,3,3.8333333333,3.35,3,2,3.3333333333,12,32,,,,,,,,,,,,,,
163,1,1,1,0,0,0,1,0,1,0,4,5,4,3,Not currently working but plan to,3,4,2,4,Active resolution,3,3,3,2,"Thrown in the towel, not currently working dont plan to",5,18,1,3,1,3,1,1,1,1,2,3,41,2,2,1,1,1,1,2,2,1,42,2,2,3,1,3,2,5,2,1,1,3.4285714286,3.8571428571,3.1666666667,3.5,3.9166666667,2.6666666667,4.3333333333,12,36,1,0,0,0,0,1,0,0,0,0,0,0,1,0
164,0,0,0,0,1,0,0,0,0,0,5,5,4,5,Have not started working but plan to,4,4,1,4,Have not started working but plan to,4,5,1,3,Active resolution,7,7,1,2,3,4,3,1,1,5,2,7,4,1,1,3,1,4,3,1,3,2,46,2,3,3,1,3,3,4,1,1,3,4.1428571429,4.1428571429,4.3333333333,4.2,3.9166666667,2.3333333333,4.7777777778,12,37,0,0,1,0,0,0,1,0,0,0,1,0,0,0
164,1,0,0,0,0,0,0,0,0,0,5,4,3,5,Active resolution,4,5,4,4,Active resolution,4,5,4,4,Achieved and maintaining,1,83,1,1,1,1,1,1,1,1,1,3,69,1,1,1,2,2,2,1,2,2,88,2,4,2,1,1,1,4,2,2,3,4.1428571429,4.1428571429,4.3333333333,4.2,3.9166666667,2.3333333333,4.7777777778,12,37,0,1,0,0,0,1,0,0,0,0,0,0,0,1
164,0,1,0,0,0,0,0,0,0,0,4,4,4,5,Active resolution,4,4,4,3,Active resolution,4,4,4,5,Not currently working but plan to,1,56,1,1,1,1,1,2,1,2,1,2,22,1,1,1,1,4,2,1,1,1,7,2,2,2,4,4,5,4,2,3,3,4.1428571429,4.1428571429,4.3333333333,4.2,3.9166666667,2.3333333333,4.7777777778,12,37,0,1,0,0,0,1,0,0,0,1,0,0,0,0
165,1,0,0,0,0,0,0,0,0,0,5,5,5,5,Active resolution,5,5,4,3,,,,,,,1,28,1,1,1,3,5,5,1,2,1,,,,,,,,,,,,,2,,,,,,,1,1,3,3,3.7142857143,3.6666666667,3.45,3.3333333333,2.4166666667,4,9,29,0,1,0,0,,,,,,,,,,
165,0,1,1,1,1,0,0,0,0,0,5,5,5,4,Active resolution,5,5,5,1,,,,,,,2,51,1,1,1,1,5,5,1,1,1,,,,,,,,,,,,,2,,,,,,,1,2,3,3,3.7142857143,3.6666666667,3.45,3.3333333333,2.4166666667,4,9,29,0,1,0,0,,,,,,,,,,
165,0,1,0,0,1,1,1,1,0,0,5,5,5,5,Active resolution,5,5,5,5,,,,,,,1,70,1,1,1,5,5,5,1,1,1,,,,,,,,,,,,,2,,,,,,,2,3,3,3,3.7142857143,3.6666666667,3.45,3.3333333333,2.4166666667,4,9,29,0,1,0,0,,,,,,,,,,
166,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,2,4.2857142857,2.2857142857,3.1666666667,3.25,2.75,2,3.3333333333,11,18,,,,,,,,,,,,,,
166,,,,,,,,,,,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,2,4.2857142857,2.2857142857,3.1666666667,3.25,2.75,2,3.3333333333,11,18,,,,,,,,,,,,,,
167,0,1,0,0,0,0,0,0,0,0,5,4,5,4,Active resolution,5,4,5,4,Active resolution,5,4,4,4,Not currently working but plan to,3,97,1,3,1,4,1,1,1,1,1,2,78,1,3,1,2,4,4,1,1,1,75,1,2,3,1,4,2,4,2,1,1,3.1428571429,3.8571428571,3,3.35,3.6666666667,4,3.4444444444,11,29,0,1,0,0,0,1,0,0,0,1,0,0,0,0
168,1,0,0,0,0,0,0,0,0,0,5,4,2,5,Not currently working but plan to,2,4,2,5,Not currently working but plan to,2,1,2,5,Active resolution,4,4,1,4,1,5,5,5,1,2,3,6,47,1,2,1,5,3,3,1,5,3,0,2,1,1,5,5,5,5,2,1,5,2.5714285714,2.4285714286,3,2.65,3.0833333333,4.3333333333,4,12,30,1,0,0,0,1,0,0,0,0,0,1,0,0,0
168,1,0,0,0,0,0,0,0,0,0,5,5,4,5,Active resolution,4,4,4,5,Active resolution,4,4,4,5,Achieved and maintaining,1,20,1,1,3,5,5,5,1,4,2,1,72,1,1,1,4,5,5,1,2,3,91,2,5,5,3,4,4,3,2,2,5,2.5714285714,2.4285714286,3,2.65,3.0833333333,4.3333333333,4,12,30,0,1,0,0,0,1,0,0,0,0,0,0,0,1
168,0,1,0,1,0,1,0,0,1,0,5,3,2,5,Not currently working but plan to,2,2,1,5,Have not started working but plan to,1,1,1,5,"Thrown in the towel, not currently working dont plan to",7,5,1,3,1,5,5,5,1,5,3,7,14,1,5,1,5,5,5,1,5,5,54,3,2,3,5,5,5,3,1,3,5,2.5714285714,2.4285714286,3,2.65,3.0833333333,4.3333333333,4,12,30,1,0,0,0,0,0,1,0,0,0,0,0,1,0
168,0,0,0,1,0,0,0,0,0,0,5,5,5,3,Active resolution,5,5,5,4,Achieved and done,1,5,1,1,Achieved and done,1,98,1,1,1,4,5,5,1,4,2,7,100,1,1,1,1,5,5,1,1,1,100,3,5,5,1,1,1,5,1,4,5,2.5714285714,2.4285714286,3,2.65,3.0833333333,4.3333333333,4,12,30,0,1,0,0,0,0,0,0,1,0,0,0,0,1
168,0,1,0,0,0,0,0,1,0,0,5,5,5,5,Active resolution,5,5,5,1,Active resolution,5,5,5,1,Achieved and maintaining,1,57,1,1,1,2,,1,1,4,1,1,74,1,1,1,1,1,1,1,5,1,84,2,4,5,3,3,3,2,2,5,5,2.5714285714,2.4285714286,3,2.65,3.0833333333,4.3333333333,4,12,30,0,1,0,0,0,1,0,0,0,0,0,0,0,1
169,,,,,,,,,,,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,5,3.5714285714,4.5714285714,4.1666666667,4.1,3.75,2.1666666667,4.8888888889,12,37,,,,,,,,,,,,,,
169,,,,,,,,,,,3,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,5,3.5714285714,4.5714285714,4.1666666667,4.1,3.75,2.1666666667,4.8888888889,12,37,,,,,,,,,,,,,,
169,,,,,,,,,,,5,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,5,3.5714285714,4.5714285714,4.1666666667,4.1,3.75,2.1666666667,4.8888888889,12,37,,,,,,,,,,,,,,
169,,,,,,,,,,,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,5,3.5714285714,4.5714285714,4.1666666667,4.1,3.75,2.1666666667,4.8888888889,12,37,,,,,,,,,,,,,,
169,,,,,,,,,,,5,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,5,5,3.5714285714,4.5714285714,4.1666666667,4.1,3.75,2.1666666667,4.8888888889,12,37,,,,,,,,,,,,,,
170,1,1,0,0,0,0,0,1,0,0,5,5,5,5,Active resolution,4,5,4,4,Not currently working but plan to,2,2,1,5,Active resolution,3,24,1,1,1,5,4,4,1,1,1,3,7,1,1,1,5,1,1,1,1,5,10,2,2,2,3,5,5,5,2,1,4,3.4285714286,3.2857142857,3.1666666667,3.3,2.8333333333,3.9166666667,3.5555555556,12,40,0,1,0,0,1,0,0,0,0,0,1,0,0,0
170,0,1,0,0,0,0,0,1,0,0,4,5,5,5,Active resolution,5,5,5,5,Active resolution,5,1,5,5,Achieved and maintaining,1,15,1,1,1,1,5,5,1,5,1,1,28,1,5,1,1,4,1,1,2,1,80,1,4,1,1,1,4,4,2,2,4,3.4285714286,3.2857142857,3.1666666667,3.3,2.8333333333,3.9166666667,3.5555555556,12,40,0,1,0,0,0,1,0,0,0,0,0,0,0,1
170,0,1,0,0,0,0,0,1,0,0,5,1,5,3,Active resolution,5,3,5,1,Active resolution,5,1,5,1,"Thrown in the towel, not currently working dont plan to",3,85,1,1,5,3,1,1,1,1,1,2,1,1,1,5,1,5,5,1,3,3,1,2,1,5,5,5,5,5,2,3,4,3.4285714286,3.2857142857,3.1666666667,3.3,2.8333333333,3.9166666667,3.5555555556,12,40,0,1,0,0,0,1,0,0,0,0,0,0,1,0
170,1,1,1,0,0,0,0,1,0,0,3,5,1,3,Active resolution,5,5,5,1,Achieved and maintaining,4,5,1,1,Achieved and done,2,67,3,1,5,1,5,5,3,1,1,8,98,1,1,5,1,5,5,1,1,1,100,3,5,5,1,1,1,5,1,4,4,3.4285714286,3.2857142857,3.1666666667,3.3,2.8333333333,3.9166666667,3.5555555556,12,40,0,1,0,0,0,0,0,0,1,0,0,0,0,1
171,,,,,,,,,,,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,1,3.1428571429,3.4285714286,3.5,3.35,3.0833333333,4,3.5555555556,10,32,,,,,,,,,,,,,,
172,1,0,0,0,0,0,0,0,0,0,5,5,5,5,Active resolution,5,5,5,5,Achieved and maintaining,5,5,5,5,Achieved and done,1,85,1,1,1,1,2,5,1,1,1,2,99,1,1,3,2,3,4,1,4,2,100,3,5,5,1,1,1,5,1,1,5,5,5,5,5,4.5,4,5,12,40,0,1,0,0,0,0,0,0,1,0,0,0,0,1
172,0,0,1,0,0,0,0,0,0,0,5,5,5,5,Active resolution,5,5,5,4,Achieved and maintaining,5,5,5,5,Achieved and maintaining,1,95,1,1,4,1,4,5,1,3,1,2,94,1,1,5,1,5,5,1,4,1,95,2,4,4,1,1,1,5,1,2,5,5,5,5,5,4.5,4,5,12,40,0,1,0,0,0,0,0,0,1,0,0,0,0,1
172,1,0,0,0,0,0,0,0,0,0,4,4,4,5,Active resolution,4,4,4,5,Active resolution,3,3,3,5,Achieved and maintaining,2,34,1,1,1,3,1,2,1,3,2,3,44,4,3,1,4,1,1,4,4,4,77,3,4,4,3,4,2,5,1,3,5,5,5,5,5,4.5,4,5,12,40,0,1,0,0,0,1,0,0,0,0,0,0,0,1
172,1,0,0,0,0,0,0,0,0,0,4,4,4,5,Active resolution,5,5,5,3,Achieved and maintaining,5,5,5,4,Achieved and maintaining,1,79,1,1,4,2,1,1,1,1,1,2,99,1,1,3,1,4,4,1,2,1,86,2,4,4,3,3,3,4,1,4,5,5,5,5,5,4.5,4,5,12,40,0,1,0,0,0,0,0,0,1,0,0,0,0,1
172,0,1,1,0,0,0,0,1,0,0,5,3,5,5,Active resolution,5,5,5,5,Active resolution,4,2,4,4,Active resolution,1,100,1,1,5,1,5,5,1,1,1,2,32,2,1,5,1,4,4,2,4,1,61,3,3,2,2,2,2,4,2,5,5,5,5,5,5,4.5,4,5,12,40,0,1,0,0,0,1,0,0,0,0,1,0,0,0
173,1,0,0,0,0,0,0,0,0,0,5,5,5,5,Active resolution,4,4,4,5,Active resolution,4,2,3,5,,1,23,1,3,2,5,5,5,1,4,3,1,12,1,3,2,5,2,2,1,2,3,,3,,,,,,,2,1,2,2.8571428571,2.7142857143,3.6666666667,3.05,3.0833333333,2.5833333333,3.8888888889,9,27,0,1,0,0,0,1,0,0,0,,,,,
